Company|Reviews|SCORE|SENTIMENT_LABEL
Google|work culturefacilitiesjob satisfactionemployer firstfive stars five stars bossy work culturefriendly environmentco-workers leadsfun activitiesfoodtransport facilitiesno work pressureappraisalsrewardskudos job done weekly 60hours job monday -saturday working 10:00hour job weekends worst company good experienced person fresher join get paid nothing mid month nothing good company good company work good learning experience enjoyed recommend everyone wishes apply herethank thank thankyou great workplace workplace beautiful good best infrastructure company supports us skill development nice infrastructure peaceful environment good work work culture good offer competitive salary management awesome always need overtime corrct okay good place work place decent work life balance also perks like cab services amazing food mental health leaves also good set wfh policies certain period fun workplace great place work fun time good food nice place upskilll collaborating best brains work life balance maintained perks benefits amazing work culture elite brand name current project management apprentice google confidently say incredible experience exceeded expectations day one felt welcomed company provided ample resources support succeed apprenticeship program well-structured provided great balance hands-on learning formal training able work real projects start given opportunity learn experienced project managers field additionally training sessions informative engaging providing solid foundation knowledge build upon one things impressed program level support mentorship received regular check-ins mentor given chance ask questions seek guidance whenever needed entire team always willing lend helping hand felt like truly part community another standout aspect program emphasis personal professional growth google provided opportunities attend events network professionals even gave access courses improve skills outside project management level investment apprentices goes show much truly care development employees overall highly recommend project management apprenticeship google incredibly valuable experience gave tools knowledge needed succeed field company culture exceptional best company work pros- salary work life balance food good office environment office set work culture awesome supportive team severence pay hikes cons-sudden layoffs productive really good place work remote support really good proud least good experience knowledge working people google good working supportive environment employed google since 1 year would say google good working supportive environment good working culture enjoyed working|0.4920238095238094|positive
Google|work culturefacilitiesjob satisfactionemployer firstfive stars five stars bossy work culturefriendly environmentco-workers leadsfun activitiesfoodtransport facilitiesno work pressureappraisalsrewardskudos job done weekly 60hours job monday -saturday working 10:00hour job weekends worst company good experienced person fresher join get paid nothing mid month nothing good company good company work good learning experience enjoyed recommend everyone wishes apply herethank thank thankyou great workplace workplace beautiful good best infrastructure company supports us skill development nice infrastructure peaceful environment good work work culture good offer competitive salary management awesome always need overtime corrct okay good place work place decent work life balance also perks like cab services amazing food mental health leaves also good set wfh policies certain period fun workplace great place work fun time good food nice place upskilll collaborating best brains work life balance maintained perks benefits amazing work culture elite brand name current project management apprentice google confidently say incredible experience exceeded expectations day one felt welcomed company provided ample resources support succeed apprenticeship program well-structured provided great balance hands-on learning formal training able work real projects start given opportunity learn experienced project managers field additionally training sessions informative engaging providing solid foundation knowledge build upon one things impressed program level support mentorship received regular check-ins mentor given chance ask questions seek guidance whenever needed entire team always willing lend helping hand felt like truly part community another standout aspect program emphasis personal professional growth google provided opportunities attend events network professionals even gave access courses improve skills outside project management level investment apprentices goes show much truly care development employees overall highly recommend project management apprenticeship google incredibly valuable experience gave tools knowledge needed succeed field company culture exceptional best company work pros- salary work life balance food good office environment office set work culture awesome supportive team severence pay hikes cons-sudden layoffs productive really good place work remote support really good proud least good experience knowledge working people google good working supportive environment employed google since 1 year would say google good working supportive environment good working culture enjoyed working|0.4920238095238094|positive
Walmart|task & result oriented inspiration chess games walmart-place continuous growth integrity & honesty day start morning hurdle new challenges task team learning:- handle pressure management:-i always feather crown co-worker- best adviser hardest part job:-do die enjoyable part:-every new challenges incentivies good best part working company? culture good good working environment stressful part working company? without customer target achievement work environment culture like company? timming duties sharing thought typical day like company? control situation something happen wrong mistake good benefits management doesnt care promotion good food insurance health benefits purchase memeberships equipments promotion doesnt happen arent favorite employee manager matter experience level good walmart multinational retail corporation one world's largest companies founded sam walton 1962 operates chain hypermarkets discount department stores grocery stores walmart known low prices extensive product offerings good working great company like walmart good work culture learn first company life hardest part job sales targets reach less span time sometimes enjoyable achieve targets time competitive colleague affordability: walmart known offering wide range products competitive prices making affordable many customers criticism treatment employees: claims inadequate treatment employees including issues related working conditions benefits|0.3995757575757576|positive
Walmart|task & result oriented inspiration chess games walmart-place continuous growth integrity & honesty day start morning hurdle new challenges task team learning:- handle pressure management:-i always feather crown co-worker- best adviser hardest part job:-do die enjoyable part:-every new challenges incentivies good best part working company? culture good good working environment stressful part working company? without customer target achievement work environment culture like company? timming duties sharing thought typical day like company? control situation something happen wrong mistake good benefits management doesnt care promotion good food insurance health benefits purchase memeberships equipments promotion doesnt happen arent favorite employee manager matter experience level good walmart multinational retail corporation one world's largest companies founded sam walton 1962 operates chain hypermarkets discount department stores grocery stores walmart known low prices extensive product offerings good working great company like walmart good work culture learn first company life hardest part job sales targets reach less span time sometimes enjoyable achieve targets time competitive colleague affordability: walmart known offering wide range products competitive prices making affordable many customers criticism treatment employees: claims inadequate treatment employees including issues related working conditions benefits|0.3995757575757576|positive
Marriott-International|good working job culture good benefits nice working chefs good learning assistance provided learning marvelous benifits promotions great place work get exposure enjoyed time jw marriott mumbai sahar high pressure environment taught lot expectations high get go enough opportunities one work hard smart grow 5years best part working company? westin hotel gurgaon delhi ncr stressful part working company? tandoor indian tandoor comptabel work environment culture like company? environment good culture namaste typical day like company? friday saturday sunday busy day brand new innovations hospitality sector best part working company? friendly environment good facilities stressful part working company? working hours weekly issue work environment culture like company? amazing good vibe nature typical day like company? day festival ocassion good place start good environment good managers good place start working salary enough office campus premises cafeteria everything nice also provide cab pick drop good nd fun best part working company? everything good good environment|0.5006073338426278|positive
Marriott-International|good working job culture good benefits nice working chefs good learning assistance provided learning marvelous benifits promotions great place work get exposure enjoyed time jw marriott mumbai sahar high pressure environment taught lot expectations high get go enough opportunities one work hard smart grow 5years best part working company? westin hotel gurgaon delhi ncr stressful part working company? tandoor indian tandoor comptabel work environment culture like company? environment good culture namaste typical day like company? friday saturday sunday busy day brand new innovations hospitality sector best part working company? friendly environment good facilities stressful part working company? working hours weekly issue work environment culture like company? amazing good vibe nature typical day like company? day festival ocassion good place start good environment good managers good place start working salary enough office campus premises cafeteria everything nice also provide cab pick drop good nd fun best part working company? everything good good environment|0.5006073338426278|positive
Qatar-Airways|great place good work culture proper mnc type learn & grow good policy friendly staff much helpful enjoyable part friendly enviormently everyone young 30 work space carrom board work place good capable handle pressure grow able flexible timing reporting must good supervisor assist grow excellence good good working environment welcoming co-worker productive work every day new case different situation love work provide nieces experience good salary long hours bad money benefits mentality challanges used give excellent benefits mediocre horrible management team get promoted depending luck lesser people workload sometimes really practical procedures introduced management individual room hotel layovers free transport free utilities stressful work less workforce high workload exciting experience challenging exciting every time happy work partner supervisor sharing ability conduct troubleshooting good management good company work highly professional company good pay package okay however job stressful difficult maintain work life balance much procedures minimal man power support small little things become big issues good pay package company provided car official personal use good medical benefits stressful job job security hard maintain worklife balance bad place work !!! bad place work !!! management worst !!! illogical standards procedures !!! rude people !!! getting fired reason !!! life bad qatar airways lots benefits everythin except benefits fun place work/ learning platform great place work management also amazing always encourage things box help difficulties enjoyable workspace learning opportunity respect sincery hard work|0.17063710879284652|negative
Qatar-Airways|great place good work culture proper mnc type learn & grow good policy friendly staff much helpful enjoyable part friendly enviormently everyone young 30 work space carrom board work place good capable handle pressure grow able flexible timing reporting must good supervisor assist grow excellence good good working environment welcoming co-worker productive work every day new case different situation love work provide nieces experience good salary long hours bad money benefits mentality challanges used give excellent benefits mediocre horrible management team get promoted depending luck lesser people workload sometimes really practical procedures introduced management individual room hotel layovers free transport free utilities stressful work less workforce high workload exciting experience challenging exciting every time happy work partner supervisor sharing ability conduct troubleshooting good management good company work highly professional company good pay package okay however job stressful difficult maintain work life balance much procedures minimal man power support small little things become big issues good pay package company provided car official personal use good medical benefits stressful job job security hard maintain worklife balance bad place work !!! bad place work !!! management worst !!! illogical standards procedures !!! rude people !!! getting fired reason !!! life bad qatar airways lots benefits everythin except benefits fun place work/ learning platform great place work management also amazing always encourage things box help difficulties enjoyable workspace learning opportunity respect sincery hard work|0.17063710879284652|negative
Infosys|productive slow management slow process engaging young talent project ad exposing tech working project wait long time get moved project sometimes time goes waste overall good experience pay better freshers wlb completely depends upon project like service based learning curve good freshers mapped implementation project internal learning resources also good gppd opportunity gain invaluable hands-on experience develop deeper understanding industry course three months exposed various aspects company's operations allowed apply expand upon knowledge gained academic studies one highlights internship working closely talented team professionals supportive also willing mentor guide throughout internship actively involved project work contributed market research data analysis report generation hands-on experience allowed enhance problem-solving skills learn effectively use industry-specific software tools furthermore chance attend meetings interact clients improved communication interpersonal skills internship also exposed fast-paced nature industry learned prioritize tasks manage time efficiently work pressure great place excellent place work competitive environment lot learn im organisation flexible time good compensation hr policy good company takes good care employees good team bad salary good team however compensation indeed essential aspect job hike work life balance disheartening employer pays industry standards fails adequately compensate employees contributions underpayment affect employee morale job satisfaction loyalty company individuals feel undervalued underpaid often leads frustration impact overall performance motivation work underpayment also result employees seeking better-paying opportunities elsewhere may lead increased turnover loss talent company good company start - training one best infosys compared competitors - salary elementary freshers - growth good work long term experienced professional would suggest best part working company? nothing waste time efforts stressful part working company?|0.3182926829268292|negative
Infosys|productive slow management slow process engaging young talent project ad exposing tech working project wait long time get moved project sometimes time goes waste overall good experience pay better freshers wlb completely depends upon project like service based learning curve good freshers mapped implementation project internal learning resources also good gppd opportunity gain invaluable hands-on experience develop deeper understanding industry course three months exposed various aspects company's operations allowed apply expand upon knowledge gained academic studies one highlights internship working closely talented team professionals supportive also willing mentor guide throughout internship actively involved project work contributed market research data analysis report generation hands-on experience allowed enhance problem-solving skills learn effectively use industry-specific software tools furthermore chance attend meetings interact clients improved communication interpersonal skills internship also exposed fast-paced nature industry learned prioritize tasks manage time efficiently work pressure great place excellent place work competitive environment lot learn im organisation flexible time good compensation hr policy good company takes good care employees good team bad salary good team however compensation indeed essential aspect job hike work life balance disheartening employer pays industry standards fails adequately compensate employees contributions underpayment affect employee morale job satisfaction loyalty company individuals feel undervalued underpaid often leads frustration impact overall performance motivation work underpayment also result employees seeking better-paying opportunities elsewhere may lead increased turnover loss talent company good company start - training one best infosys compared competitors - salary elementary freshers - growth good work long term experienced professional would suggest best part working company? nothing waste time efforts stressful part working company?|0.3182926829268292|negative
Emerson|technical exposure working help gain technical experience field installation dcs easy learn emerson's deltav dcs get exposed batch process lot industries using batch operation deltav dcs installation ok ok good compensation benefits: many employees report receiving competitive salaries benefits diverse projects: opportunities work various technologies software fun supportive environment: employees describe friendly helpful atmosphere nice good company anyone adapt many things improve knowledge grow life like stepping stone best part working company? learned things working company thanks giving opportunity stressful part working company? within three months send work environment culture like company? good good atmosphere typical day like company? nothing like say ready work situation nice place work great work life cycle bit slow growth nice place work great work life cycle bit slow growth exposure limited extent also onsite opportunities less however good compensation offered initially join also 9-10% hike given every year fair good working place learn lot thing emerson good workplace business ethically management also supportive gain lot knowledge regarding system every one get appreciation good work decent company years approximately overall experience okay acquired many companies products it’s challenging management focus growth complex portfolio sometime conflicting projects functionalities hopefully future get better work life balance growth limitations productive best work place nice culture work everything good management good lots know learn canteen bus facilities 5 day working best place future 5 day working canteen bus facilities|0.40540476190476177|positive
Emerson|technical exposure working help gain technical experience field installation dcs easy learn emerson's deltav dcs get exposed batch process lot industries using batch operation deltav dcs installation ok ok good compensation benefits: many employees report receiving competitive salaries benefits diverse projects: opportunities work various technologies software fun supportive environment: employees describe friendly helpful atmosphere nice good company anyone adapt many things improve knowledge grow life like stepping stone best part working company? learned things working company thanks giving opportunity stressful part working company? within three months send work environment culture like company? good good atmosphere typical day like company? nothing like say ready work situation nice place work great work life cycle bit slow growth nice place work great work life cycle bit slow growth exposure limited extent also onsite opportunities less however good compensation offered initially join also 9-10% hike given every year fair good working place learn lot thing emerson good workplace business ethically management also supportive gain lot knowledge regarding system every one get appreciation good work decent company years approximately overall experience okay acquired many companies products it’s challenging management focus growth complex portfolio sometime conflicting projects functionalities hopefully future get better work life balance growth limitations productive best work place nice culture work everything good management good lots know learn canteen bus facilities 5 day working best place future 5 day working canteen bus facilities|0.40540476190476177|positive
Tata-Consultancy-Services-(tcs)|good experience worked india professional personal life balance goodfun work job stability goodlearned lot started software career beginner good company work tcs one best company seen pay package good feel top world tcs high class management wil blow mind hope guys understand sarcasm works everything human nothing without tcs cons low pay job security low pay job security key ingredient lower management ears interaction higher management meet people around globe states low pay job security pay less good learningbut low pay learning opportunities good freshersnot basic knowledge pay less compared companies yearly increment next neglizible great place work raise salaryold technology gud canteengud java programmersno raise salaryold technology gud canteengud java programmersmanagement micro-managing workplace culture good hardest part job staying office benchtimeery much employee-friendly stable job unaffected recession managers understanding everyone management ladder approachable good good environment reduce bond engineering technology project management world cup final date engineering technology good place work working good projects get many benefits like learning platform access upskill cons - growth support projects application maintenance senior management toxic departments however every company pros cons make sure dedicate job company good best best part working company? job security work life balance stressful part working company? much pay hike promotion transparency work environment culture like company? good depends project typical day like company? good fun work team|0.37649999999999995|negative
Tata-Consultancy-Services-(tcs)|good experience worked india professional personal life balance goodfun work job stability goodlearned lot started software career beginner good company work tcs one best company seen pay package good feel top world tcs high class management wil blow mind hope guys understand sarcasm works everything human nothing without tcs cons low pay job security low pay job security key ingredient lower management ears interaction higher management meet people around globe states low pay job security pay less good learningbut low pay learning opportunities good freshersnot basic knowledge pay less compared companies yearly increment next neglizible great place work raise salaryold technology gud canteengud java programmersno raise salaryold technology gud canteengud java programmersmanagement micro-managing workplace culture good hardest part job staying office benchtimeery much employee-friendly stable job unaffected recession managers understanding everyone management ladder approachable good good environment reduce bond engineering technology project management world cup final date engineering technology good place work working good projects get many benefits like learning platform access upskill cons - growth support projects application maintenance senior management toxic departments however every company pros cons make sure dedicate job company good best best part working company? job security work life balance stressful part working company? much pay hike promotion transparency work environment culture like company? good depends project typical day like company? good fun work team|0.37649999999999995|negative
Western-Union|times risk money matter better life main thing documents clearly safely maintaned also customers times scolding timesotherwise better life working field monthly free trips lunches long hours worked special days great place work amazing company associated got opportunity work nicest minds among great work culture leadership listens concerns help us shaping carrear aspirations it’s great enjoy working western union colleagues found environment conducive developing skills information security engineer financial services industry best create work environment everyone treated trust respect empowered best work hope continue tradition connecting people worldwide appreciate feedback receive employees thank taking time leave review productive really gud workit gain experience knowledge currencies money transfer moreover western unions really helpful people gain experience nothing cons? #wootwu love hear! thank sharing review us glad appreciated work experience love customers around world excellent hear learned industry working western union thank five-star review relaxed collaborative relaxed environment always helping ppl product based company good benefits team supportive good culture appreciation received even small work work life balance work life balance learning opportunities manual process long working hours mostly work old technology stack good functional people good developers inhouse project slow adoption new technology inhouse project onsite pay scale less market good leave sick leave policy life balance depends upon manager project working productive fun place work worked wu india culture good nice freebies office policies employee friendly take work home work remotely working latest technologies atleast moving towards employee policies management clear vision|0.363678712591756|negative
Western-Union|times risk money matter better life main thing documents clearly safely maintaned also customers times scolding timesotherwise better life working field monthly free trips lunches long hours worked special days great place work amazing company associated got opportunity work nicest minds among great work culture leadership listens concerns help us shaping carrear aspirations it’s great enjoy working western union colleagues found environment conducive developing skills information security engineer financial services industry best create work environment everyone treated trust respect empowered best work hope continue tradition connecting people worldwide appreciate feedback receive employees thank taking time leave review productive really gud workit gain experience knowledge currencies money transfer moreover western unions really helpful people gain experience nothing cons? #wootwu love hear! thank sharing review us glad appreciated work experience love customers around world excellent hear learned industry working western union thank five-star review relaxed collaborative relaxed environment always helping ppl product based company good benefits team supportive good culture appreciation received even small work work life balance work life balance learning opportunities manual process long working hours mostly work old technology stack good functional people good developers inhouse project slow adoption new technology inhouse project onsite pay scale less market good leave sick leave policy life balance depends upon manager project working productive fun place work worked wu india culture good nice freebies office policies employee friendly take work home work remotely working latest technologies atleast moving towards employee policies management clear vision|0.363678712591756|negative
Hcltech-2|fun work place learned much work processes management also good co-workers also good job really enjoyable get exposure work international customers one big services company get exposure work international customers multiple domains salary perks ok easy change projects fun great work culture experience working last 4 years found company good many fun activities salary time good work life balance job security good hike raise low rest depends project basis overall management ok good place good place work proper work life balance based project salary time hybdrid work policy good environment cons: politics management hike expecting yearly hike 4% join pros: good job security clients cos: hike less hike employee friendly good leave policies worst management seniors never respect tenured agent politics nobody help good employee give many false promises lot detection salary like epb never get variably mor 60 % 1 salary detection every month like epb get 100% salary 2 never get variably mor 60 % 3 shift allowance 4 toxic managers 5 hr never respond 6 day job security issue okay place work everything depends project manager mine good good learning curve fresher hike lesser freshers say 15 months probation post start appraisal one hike 25 years bad|0.3215811965811965|negative
Hcltech-2|fun work place learned much work processes management also good co-workers also good job really enjoyable get exposure work international customers one big services company get exposure work international customers multiple domains salary perks ok easy change projects fun great work culture experience working last 4 years found company good many fun activities salary time good work life balance job security good hike raise low rest depends project basis overall management ok good place good place work proper work life balance based project salary time hybdrid work policy good environment cons: politics management hike expecting yearly hike 4% join pros: good job security clients cos: hike less hike employee friendly good leave policies worst management seniors never respect tenured agent politics nobody help good employee give many false promises lot detection salary like epb never get variably mor 60 % 1 salary detection every month like epb get 100% salary 2 never get variably mor 60 % 3 shift allowance 4 toxic managers 5 hr never respond 6 day job security issue okay place work everything depends project manager mine good good learning curve fresher hike lesser freshers say 15 months probation post start appraisal one hike 25 years bad|0.3215811965811965|negative
